1.000000E-28	-0.000
1.023293E-28	-0.000
1.047129E-28	-0.000
1.071519E-28	-0.000
1.096478E-28	-0.000
1.122018E-28	-0.000
1.148154E-28	-0.000
1.174898E-28	-0.000
1.202264E-28	-0.000
1.230269E-28	-0.000
1.258925E-28	-0.000
1.288250E-28	-0.000
1.318257E-28	-0.000
1.348963E-28	-0.000
1.380384E-28	-0.000
1.412538E-28	-0.000
1.445440E-28	-0.000
1.479108E-28	-0.000
1.513561E-28	-0.000
1.548817E-28	-0.000
1.584893E-28	-0.000
1.621810E-28	-0.000
1.659587E-28	-0.000
1.698244E-28	-0.000
1.737801E-28	-0.000
1.778279E-28	-0.000
1.819701E-28	-0.000
1.862087E-28	-0.000
1.905461E-28	-0.000
1.949845E-28	-0.000
1.995262E-28	-0.000
2.041738E-28	-0.000
2.089296E-28	-0.000
2.137962E-28	-0.000
2.187762E-28	-0.000
2.238721E-28	-0.000
2.290868E-28	-0.000
2.344229E-28	-0.000
2.398833E-28	-0.000
2.454709E-28	-0.000
2.511886E-28	-0.000
2.570396E-28	-0.000
2.630268E-28	-0.000
2.691535E-28	-0.000
2.754229E-28	-0.000
2.818383E-28	-0.000
2.884032E-28	-0.000
2.951209E-28	-0.000
3.019952E-28	-0.000
3.090295E-28	-0.000
3.162278E-28	-0.000
3.235937E-28	-0.000
3.311311E-28	-0.000
3.388442E-28	-0.000
3.467369E-28	-0.000
3.548134E-28	-0.000
3.630781E-28	-0.000
3.715352E-28	-0.000
3.801894E-28	-0.000
3.890451E-28	-0.000
3.981072E-28	-0.000
4.073803E-28	-0.000
4.168694E-28	-0.000
4.265795E-28	-0.000
4.365158E-28	-0.000
4.466836E-28	-0.000
4.570882E-28	-0.000
4.677351E-28	-0.000
4.786301E-28	-0.000
4.897788E-28	-0.000
5.011872E-28	-0.000
5.128614E-28	-0.000
5.248075E-28	-0.000
5.370318E-28	-0.000
5.495409E-28	-0.000
5.623413E-28	-0.000
5.754399E-28	-0.000
5.888437E-28	-0.000
6.025596E-28	-0.000
6.165950E-28	-0.000
6.309573E-28	-0.000
6.456542E-28	-0.000
6.606934E-28	-0.000
6.760830E-28	-0.000
6.918310E-28	-0.000
7.079458E-28	-0.000
7.244360E-28	-0.000
7.413102E-28	-0.000
7.585776E-28	-0.000
7.762471E-28	-0.000
7.943282E-28	-0.000
8.128305E-28	-0.000
8.317638E-28	-0.000
8.511380E-28	-0.000
8.709636E-28	-0.000
8.912509E-28	-0.000
9.120108E-28	-0.000
9.332543E-28	-0.000
